country,year,biomass_relative_to,SST,Trawling_Hours,country_encoded
Pink salmon Area 2E,1988,0,30.59,28145.21,710
Pink salmon Area 2W,1988,0,30.3,27929.32,711
Pink salmon Area 3,1988,0,30.82,28267.55,712
Pink salmon Area 4,1988,0,30.94,28333.72,713
Pink salmon Area 5,1988,0,28.73,26924.09,714
Pink salmon Area 6,1988,0,30.59,28136.3,715
Pink salmon Area 7,1988,0,30.27,27899.62,716
Pink salmon Area 8,1988,0,28.81,26944.0,717
Pink salmon Area 9,1988,0,29.54,27459.32,718
Pink salmon Atnarko (Area 8),1988,0,28.44,26705.72,720
Pink salmon Auke Creek (Northern Inside),1988,0,28.12,26515.39,721
Pink salmon Barabara (Southern D),1988,0,29.48,27329.16,722
Pink salmon Baranof E (District109),1988,0,30.35,27965.34,723
Pink salmon BetwLoandBte (Area 13),1988,0,28.52,26734.7,724
Pink salmon Big Kamishak River  (Kamishak D),1988,0,29.87,27662.65,725
Pink salmon BondSound (Area 12),1988,0,30.22,27859.23,726
Pink salmon Bruin River,1988,0,31.03,28382.19,727
Pink salmon Burnett (District106),1988,0,30.77,28266.15,728
Pink salmon Chignik Bay District,1988,0,29.42,27364.07,732
Pink salmon Chignik Central District,1988,0,28.94,27030.38,733
Pink salmon Chignik Eastern District,1988,0,30.0,27767.56,734
Pink salmon Chignik Western District,1988,0,30.5,28043.53,735
Pink salmon China Poot (Southern D),1988,0,29.88,27612.94,736
Pink salmon Coghill District,1988,0,28.72,26914.72,737
Pink salmon Dogfish (Southern D),1988,0,29.82,27568.33,738
Pink salmon EBehm (District 101),1988,0,31.03,28377.34,742
Pink salmon EDall (District103),1988,0,27.86,26389.35,743
Pink salmon East Kamchatka pink wild,1988,0,30.16,27863.33,744
Pink salmon East Sakhalin pink hatchery,1988,0,29.62,27488.43,745
Pink salmon East Sakhalin pink wild,1988,0,30.13,27789.82,746
Pink salmon Eastside-Northend District,1988,0,29.68,27489.4,747
Pink salmon Eliza Hbr (District109),1988,0,30.59,28144.04,748
Pink salmon Eshamy District,1988,0,30.38,27922.33,749
Pink salmon Farragut (District110),1988,0,30.49,28066.8,750
Pink salmon Freshw By (District112),1988,0,29.13,27167.41,751
Pink salmon Hetta (District103),1988,0,29.93,27713.48,756
Pink salmon Homeshor (District114),1988,0,30.43,28015.51,757
Pink salmon Hoonah S (District113),1988,0,29.02,27037.5,760
Pink salmon Houghton (District110),1988,0,30.52,28094.72,761
Pink salmon Humpy Creek (Cook Inlet Southern D),1988,0,29.88,27633.03,762
Pink salmon Humpy Creek (Yakutat),1988,0,31.09,28442.86,763
Pink salmon James Lagoon (Outer D),1988,0,28.86,26960.53,765
Pink salmon Japan High Seas catch pink hatchery,1988,0,31.24,28537.55,766
Pink salmon Japan High Seas catch pink wild,1988,0,31.57,28739.68,767
Pink salmon Japan coastal pink hatchery,1988,0,28.68,26828.1,768
Pink salmon Japan coastal pink wild,1988,0,31.48,28668.46,769
Pink salmon Johnst St (Area 13),1988,0,29.8,27624.01,771
Pink salmon JohnstoneSt (Area 12),1988,0,30.15,27832.3,772
Pink salmon Kasaan (District102),1988,0,30.19,27883.26,773
Pink salmon Kelp By (District112),1988,0,29.49,27364.47,774
Pink salmon KingcomeInlet (Area 12),1988,0,29.95,27645.53,775
Pink salmon Klawock (District103),1988,0,30.79,28258.15,776
Pink salmon KnightInlet (Area 12),1988,0,29.28,27231.65,777
Pink salmon Kodiak Mainland District,1988,0,28.39,26697.93,778
Pink salmon Kodiak Westside District,1988,0,28.44,26675.99,779
Pink salmon Kuskokwim,1988,0,28.59,26836.46,780
Pink salmon Lisianski (District113),1988,0,28.32,26599.86,781
Pink salmon Loughb It (Area 13),1988,0,29.73,27601.71,783
Pink salmon Lynn Cnl (District112),1988,0,31.82,28879.11,784
Pink salmon Lynn Cnl (District115),1988,0,28.51,26727.38,785
Pink salmon Malaspina (Area 15),1988,0,30.65,28153.28,787
Pink salmon Moira (District102),1988,0,30.17,27771.13,788
Pink salmon Montague District,1988,0,31.01,28388.14,789
Pink salmon Moses Point and Norton Bay (Norton Sound),1988,0,27.49,26101.46,790
Pink salmon Nchichago (District114),1988,0,30.89,28330.88,791
Pink salmon NearKingcome (Area 12),1988,0,31.83,28877.7,792
Pink salmon Nome (Norton Sound),1988,0,28.86,26987.94,794
Pink salmon Northern/Unakwik District,1988,0,29.58,27455.81,796
Pink salmon Nushagak River,1988,0,31.89,28925.23,797
Pink salmon Okhotsk pink hatchery,1988,0,28.14,26502.54,798
Pink salmon Okhotsk pink wild,1988,0,30.91,28332.21,799
Pink salmon PWS Eastern District,1988,0,31.29,28532.44,800
Pink salmon PWS Northwestern District,1988,0,29.16,27180.96,801
Pink salmon PWS Southeastern District,1988,0,29.73,27564.61,802
Pink salmon PWS Southwest District,1988,0,29.93,27731.82,803
Pink salmon Perryville District,1988,0,29.89,27680.56,804
Pink salmon Port Chatham (Outer D),1988,0,29.54,27441.85,805
Pink salmon Port Dick (Outer D),1988,0,29.97,27714.74,806
Pink salmon Port Graham (Southern D),1988,0,29.78,27564.08,807
Pink salmon Portage B (District110),1988,0,29.12,27133.03,808
Pink salmon Portland (District 101),1988,0,28.63,26847.86,809
Pink salmon Portlock (District113),1988,0,30.96,28313.17,810
Pink salmon Primorye pink wild,1988,0,29.61,27495.59,811
Pink salmon Pybus/Ga (District110),1988,0,31.42,28605.85,813
Pink salmon Ratz Hbr (District106),1988,0,30.71,28188.54,815
Pink salmon Resurrection Bay (Eastern D),1988,0,31.15,28452.85,816
Pink salmon Rocky River (Outer D),1988,0,28.8,26901.38,817
Pink salmon SE Baran (District109),1988,0,30.5,28000.57,818
Pink salmon SWAdmir (District112),1988,0,28.41,26662.11,819
Pink salmon Saginw By (District109),1988,0,29.78,27579.09,820
Pink salmon Salisbury (District113),1988,0,29.74,27534.48,821
Pink salmon SeaOtter (District103),1988,0,30.79,28252.82,823
Pink salmon Seldovia Bay  (Southern D),1988,0,29.54,27397.9,825
Pink salmon Seymour (District111),1988,0,29.39,27259.08,827
Pink salmon Shipley (District105),1988,0,27.84,26338.83,829
Pink salmon Sitka Sd (District113),1988,0,30.51,28060.21,830
Pink salmon Situk River,1988,0,29.49,27306.5,831
Pink salmon Sliammon (Area 15),1988,0,29.57,27445.94,834
Pink salmon Slocum (District113),1988,0,30.62,28100.55,835
Pink salmon Snohomish (Puget Sound),1988,0,30.57,28072.91,837
Pink salmon South AK Peninsula w/o Chignik,1988,0,28.59,26827.07,838
Pink salmon Squamish,1988,0,30.8,28245.63,839
Pink salmon Stephens (District111),1988,0,28.67,26828.15,840
Pink salmon Stikine (District108),1988,0,30.1,27682.93,841
Pink salmon SundChnl (Area 13),1988,0,27.1,25875.57,843
Pink salmon Sunday and Browns Peak Creek (Kamishak D),1988,0,29.55,27475.77,844
Pink salmon Tebenkof (District109),1988,0,28.36,26636.91,846
Pink salmon Tenakee (District112),1988,0,30.55,28096.43,847
Pink salmon Totem By (District106),1988,0,29.94,27707.44,850
Pink salmon Tutka (Southern D),1988,0,28.09,26476.78,851
Pink salmon Unalakleet (Norton Sound),1988,0,28.86,26934.96,852
Pink salmon Union By (District107),1988,0,30.8,28281.22,853
Pink salmon Upper Cook Inlet,1988,0,29.22,27215.58,854
Pink salmon VancIsland (Area 13),1988,0,31.15,28450.69,855
Pink salmon WAdmiral (District112),1988,0,29.8,27561.48,856
Pink salmon WBehm (District 101),1988,0,29.13,27158.01,857
Pink salmon Wcrawfish (District113),1988,0,29.97,27745.91,858
Pink salmon West Kamchatka pink hatchery,1988,0,30.31,27898.0,859
Pink salmon West Kamchatka pink wild,1988,0,29.97,27729.96,860
Pink salmon Whale By (District113),1988,0,31.75,28842.05,861
Pink salmon Whale Pe (District106),1988,0,31.43,28657.82,862
Pink salmon Windy Creek (Outer D),1988,0,30.42,28008.78,863
Pink shrimp Gulf of Mexico,1988,24836890,30.56,28080.94,865
Pointhead flounder North coast of Hokkaido,1988,0,28.75,26953.24,866
Pointhead flounder Sea of Japan,1988,0,29.39,27261.83,867
Pollock Faroe Plateau,1988,22294690,28.2,26526.03,868
Pollock Gulf of Maine / Georges Bank,1988,11213960,29.47,27362.61,869
Pollock ICES 3a-4-6,1988,10333330,28.36,26645.38,870
Pollock Iceland Grounds,1988,19076920,30.01,27731.68,871
Pollock North-East Arctic,1988,4009090,30.32,27878.6,872
Pollock Scotian Shelf and Bay of Fundy,1988,0,28.27,26572.93,873
Pollock St. Pierre Bank,1988,0,28.3,26601.71,874
Porbeagle shark Canadian Atlantic Ocean,1988,10232120,30.93,28319.25,876
Porbeagle shark Northeast Atlantic,1988,0,29.01,27050.56,877
Quillback rockfish Pacific Coast of Canada (Inside),1988,0,30.11,27739.64,878
Quillback rockfish Pacific Coast of Canada (Outside),1988,0,28.09,26517.01,879
Red deepsea crab Northwestern Atlantic,1988,0,28.53,26754.42,880
Red grouper Gulf of Mexico,1988,0,29.34,27325.09,881
Red grouper South Atlantic,1988,1647380,29.9,27613.58,882
Red hake Gulf of Maine / Northern Georges Bank,1988,0,30.3,27965.01,884
Red hake Southern Georges Bank / Mid-Atlantic,1988,0,28.46,26684.94,885
Red king crab Bristol Bay,1988,31532570,29.28,27284.74,886
Red king crab Norton Sound,1988,11001510,30.47,28052.71,887
Red king crab Pribilof Islands,1988,104380,28.02,26432.43,888
Red porgy Southern Atlantic coast,1988,4830920,29.45,27353.65,902
Red rock lobster New Zealand Area CRA1,1988,0,32.06,29027.81,903
Red rock lobster New Zealand Area CRA2,1988,0,29.97,27748.6,904
Red rock lobster New Zealand Area CRA3,1988,0,29.59,27485.52,905
Red rock lobster New Zealand Area CRA4,1988,0,31.17,28482.02,906
Red rock lobster New Zealand Area CRA5,1988,0,30.59,28121.49,907
Red rock lobster New Zealand Area CRA7,1988,0,29.41,27366.48,908
Red rock lobster New Zealand Area CRA8,1988,0,29.17,27180.47,909
Red seabream Azores Grounds,1988,0,28.13,26521.68,911
Red seabream East China Sea,1988,1205070,29.12,27150.78,912
Red seabream ICES 6-7-8,1988,0,30.23,27904.48,913
Red seabream ICES 9,1988,0,30.41,27980.62,914
Red seabream Inland Sea of Japan (East),1988,369140,28.64,26789.16,915
Red seabream Inland Sea of Japan (West),1988,3336460,29.55,27508.08,916
Red snapper Gulf of Mexico,1988,890630,31.17,28493.55,921
Red snapper Southern Atlantic coast,1988,635260,27.83,26348.17,922
Red squat lobster Central-Southern Chile,1988,11106140,28.51,26725.41,923
Red squat lobster Northern Chile,1988,0,29.87,27581.75,924
Redfish Eastern Australia,1988,5716030,28.44,26689.29,925
Redfish species Flemish Cap,1988,0,29.05,27079.19,926
Redfish species Gulf of St. Lawrence and Cabot Strait,1988,0,31.3,28561.23,927
Redfish species N and SW Grand Banks,1988,7290,31.22,28505.01,928
Redfish species West Greenland,1988,0,31.53,28709.37,929
Rex sole Gulf of Alaska,1988,0,30.47,28017.62,930
Rex sole Pacific Coast,1988,0,28.43,26697.54,931
Rock crab Southern Gulf of St. Lawrence,1988,0,31.55,28728.66,933
Rock lobster South Australia Northern Zone,1988,0,29.39,27263.07,934
Rock lobster South Australia Southern Zone,1988,0,28.94,26999.63,935
Rock sole Gulf of Alaska,1988,32721710,31.15,28481.28,936
Rock sole Hecate Strait,1988,26525880,27.98,26430.68,937
Rock sole Queen Charlotte Sound,1988,20381730,30.45,28056.2,938
Rosette skate Mid-Atlantic Coast,1988,0,28.45,26708.13,939
Rougheye rockfish Bering Sea and Aleutian Islands,1988,4500350,27.91,26363.39,940
Rougheye rockfish Gulf of Alaska,1988,15596950,30.4,27992.94,941
Roughscale sole North Pacific,1988,0,28.65,26851.62,943
Round herring Pacific Ocean,1988,0,31.53,28708.0,944
Round herring Tsushima Strait,1988,6383780,28.39,26661.64,945
Round nose flounder Sea of Japan,1988,0,28.16,26529.1,946
Roundnose grenadier ICES 5b-6-7-12b,1988,20,29.05,27118.72,948
Roundnose grenadier Kattegat and Skagerrak,1988,0,29.56,27423.24,949
Roundnose grenadier Mid-Atlantic Ridge,1988,0,29.95,27696.59,950
Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,1988,19342790,28.63,26804.68,951
Sablefish Pacific Coast,1988,1573470,29.01,27070.32,952
Sablefish Pacific Coast of Canada,1988,18858380,30.6,28065.75,953
Sailfin sandfish Sea of Japan North,1988,0,31.43,28646.71,954
Sailfin sandfish Sea of Japan West,1988,0,29.59,27475.66,955
Sailfish Eastern Atlantic,1988,670,27.81,26322.88,956
Sailfish Western Atlantic,1988,1340,28.55,26764.88,957
Sand eel Sandeel Area 1,1988,41034480,30.5,28092.53,958
Sand eel Sandeel Area 2,1988,22142860,29.59,27506.6,959
Sand eel Sandeel Area 3,1988,21240310,29.22,27181.41,960
Sand eel Sandeel Area 5,1988,0,30.47,28032.96,962
Sand eel Sandeel Area 6,1988,0,28.91,26959.13,963
Sand eel Sandeel Area 7,1988,0,29.01,27062.35,964
Sand eel West of Scotland,1988,0,30.39,27985.31,965
Sandbar shark Atlantic,1988,11000610,28.9,27026.08,966
"Sardine Adriatic Sea (GSA 17,18)",1988,0,30.77,28251.87,968
Sardine ICES 7,1988,0,28.66,26885.01,970
Sardine ICES 8c-9a,1988,15885070,29.79,27542.07,972
Sardine South Africa,1988,0,28.04,26454.74,973
Scalloped hammerhead Atlantic,1988,0,28.72,26861.72,979
Scampi Bay of Plenty,1988,23226620,28.25,26564.85,980
Scampi Wairarapa/Hawke Bay,1988,23648650,30.57,28087.75,982
School whiting Southeast Australia,1988,12588060,28.61,26790.44,983
Scup Northwestern Atlantic Coast,1988,985090,30.32,27975.88,984
Sea mullet Queensland and New South Wales,1988,0,30.77,28245.31,985
Sea scallop Bay of Fundy (SPA 1-6),1988,0,30.78,28195.45,986
Sea scallop Georges Bank,1988,5668470,29.58,27466.09,987
Sea scallop Georges Bank and Mid-Atlantic Bight,1988,2508290,31.7,28815.35,988
Sea scallop North Brown Bank,1988,0,29.41,27306.6,989
Sea scallop Scallop Fishing Areas 16-20,1988,0,31.11,28454.96,990
Sea scallop Southern Gulf of St. Lawrence,1988,0,30.51,28085.38,991
Sea scallop St. Pierre Bank,1988,0,29.78,27566.81,992
Shako Ise and Mikawa Bay,1988,0,28.39,26662.07,999
Shallow water cape hake South Africa,1988,25673530,31.3,28548.86,1000
Sharpchin rockfish Pacific Coast,1988,0,27.68,26214.95,1001
Shortbelly rockfish Pacific Coast,1988,0,31.11,28446.62,1002
Shortraker rockfish Bering Sea and Aleutian Islands,1988,0,28.35,26621.69,1004
Shortraker rockfish Gulf of Alaska,1988,0,30.19,27839.02,1005
Shortspine thornyhead Gulf of Alaska,1988,0,29.16,27138.2,1006
Shortspine thornyhead Pacific Coast,1988,22527860,29.18,27205.66,1007
Sidestripe shrimp Shrimp Management Area 14,1988,0,30.47,28065.22,1008
Sidestripe shrimp Shrimp Management Area 16,1988,0,30.22,27856.34,1009
Sidestripe shrimp Shrimp Management Area FR,1988,0,29.44,27315.31,1010
Sidestripe shrimp Shrimp Management Area PRD,1988,0,28.21,26534.04,1012
Sidestripe shrimp Shrimp Management Areas 18 and 19,1988,0,31.59,28731.57,1013
Silk snapper Caribbean,1988,0,29.9,27660.17,1014
Silver hake Gulf of Maine / Georges Bank,1988,0,30.83,28298.23,1015
Silver hake Scotian Shelf and Bay of Fundy,1988,0,30.73,28191.22,1016
Silver hake Southern Georges Bank / Mid-Atlantic,1988,0,29.54,27428.75,1017
Silverfish Southeast Australia,1988,20759640,29.74,27565.97,1018
Skipjack tuna Central Western Pacific Ocean,1988,2140,31.05,28412.17,1019
Skipjack tuna Eastern Atlantic,1988,1770,31.07,28399.31,1020
Skipjack tuna Eastern Pacific,1988,0,30.04,27736.09,1021
Skipjack tuna Indian Ocean,1988,2210,30.24,27876.55,1022
Skipjack tuna Western Atlantic,1988,8367630,29.47,27305.35,1023
Smooth dogfish Atlantic,1988,0,30.27,27877.29,1026
Smooth oreo Bounty Plateau,1988,24311650,28.25,26561.3,1028
Smooth oreo Chatham Rise,1988,15647150,29.78,27536.72,1029
Smooth oreo East Pukaki Rise,1988,3890,29.01,27065.41,1030
Smooth oreo Southland,1988,2130,30.31,27903.54,1031
Smooth oreo West end of Chatham Rise,1988,1411020,30.01,27706.27,1032
Smooth skate Gulf of Maine / Georges Bank-Southern New England,1988,0,31.17,28500.63,1033
Smooth skate Southern Gulf of St. Lawrence,1988,0,28.42,26689.5,1035
Snapper Northern Spencer Gulf,1988,0,29.74,27544.47,1036
Snapper Southern Gulf St. Vincent,1988,0,29.81,27611.46,1037
Snapper Southern Spencer Gulf,1988,0,29.47,27360.94,1038
Snow crab Bering Sea,1988,8540760,30.88,28292.45,1039
Snow crab Hokkaido,1988,0,27.96,26428.84,1044
Snow crab Northern Gulf of St. Lawrence,1988,0,28.96,27017.37,1046
Snow crab Okhotsk Sea,1988,0,32.5,29288.08,1047
Snow crab Southern Gulf of St. Lawrence,1988,0,28.17,26507.51,1050
Snowy grouper Southern Atlantic coast,1988,4058240,30.48,28005.62,1052
Sockeye salmon Adams,1988,0,31.21,28504.05,1053
Sockeye salmon Akalura Lake,1988,0,28.29,26634.86,1054
Sockeye salmon Akwe River,1988,0,28.97,27018.04,1055
Sockeye salmon Anadyr sockeye wild,1988,0,28.95,27048.13,1056
Sockeye salmon Area 1,1988,0,29.43,27343.59,1057
Sockeye salmon Area 12,1988,0,30.21,27907.56,1058
Sockeye salmon Area 13,1988,0,30.93,28327.57,1059
Sockeye salmon Area 16,1988,0,29.11,27141.32,1060
Sockeye salmon Area 28,1988,0,29.71,27482.43,1061
Sockeye salmon Area 2E,1988,0,28.72,26911.51,1062
Sockeye salmon Area 2W,1988,0,30.49,28013.2,1063
Sockeye salmon Area 5,1988,0,29.27,27222.53,1064
Sockeye salmon Area 6,1988,0,29.7,27550.8,1065
Sockeye salmon Area 7,1988,0,28.72,26915.14,1066
Sockeye salmon Area 8,1988,0,29.77,27577.12,1067
Sockeye salmon Atnarko (Area 8),1988,0,29.39,27306.99,1068
Sockeye salmon Barkley Sound,1988,0,29.42,27370.59,1069
Sockeye salmon Bear River,1988,0,29.09,27147.55,1070
Sockeye salmon Birkenhead,1988,0,28.78,26871.04,1071
Sockeye salmon Black Lake,1988,0,28.29,26607.4,1072
Sockeye salmon Bowron,1988,0,30.08,27755.47,1073
Sockeye salmon Branch,1988,0,29.62,27426.14,1074
Sockeye salmon Chignik Lake,1988,0,30.26,27923.12,1076
Sockeye salmon Chilkat Lake,1988,0,30.17,27878.05,1077
Sockeye salmon Chilko,1988,0,29.95,27656.42,1078
Sockeye salmon Chilko South,1988,0,29.15,27161.69,1079
Sockeye salmon Chilkoot Lake,1988,0,28.42,26683.34,1080
Sockeye salmon Columbia R,1988,0,29.46,27311.85,1081
Sockeye salmon Cultus,1988,0,28.79,26923.86,1082
Sockeye salmon Early Upper Station,1988,0,28.51,26716.66,1083
Sockeye salmon East Kamchatka sockeye wild,1988,0,27.5,26107.47,1084
Sockeye salmon East-Alsek-Doame River,1988,0,31.13,28476.04,1085
Sockeye salmon Egegik,1988,0,28.95,27046.78,1086
Sockeye salmon Gates,1988,0,28.37,26647.64,1087
Sockeye salmon Gates Channel,1988,0,30.74,28231.99,1088
Sockeye salmon Horsefly,1988,0,29.92,27625.65,1089
Sockeye salmon Igushik River,1988,0,28.21,26549.02,1090
Sockeye salmon Italo River,1988,0,30.59,28130.58,1092
Sockeye salmon Japan High Seas catch sockeye hatchery,1988,0,31.81,28876.99,1093
Sockeye salmon Japan High Seas catch sockeye wild,1988,0,29.37,27309.32,1094
Sockeye salmon Karluk Lake,1988,0,29.14,27168.44,1095
Sockeye salmon Kimsquit,1988,0,30.54,28046.58,1096
Sockeye salmon Kitlope,1988,0,28.38,26636.67,1097
Sockeye salmon Klukshu River,1988,0,30.7,28180.91,1098
Sockeye salmon Kuskokwim,1988,0,30.36,27952.51,1099
Sockeye salmon Kvichak,1988,0,31.83,28895.19,1100
Sockeye salmon Lake Washington,1988,0,30.43,28043.39,1101
Sockeye salmon Late Stuart,1988,0,31.66,28789.15,1102
Sockeye salmon Late Upper Station,1988,0,28.6,26838.05,1103
Sockeye salmon Little River,1988,0,28.86,26985.2,1104
Sockeye salmon Long Lake,1988,0,29.78,27606.24,1105
Sockeye salmon Lost River,1988,0,30.64,28151.83,1106
Sockeye salmon Malina Lake,1988,0,28.64,26839.81,1107
