country,year,biomass_relative_to,SST,Trawling_Hours
Pink salmon Squamish,1993,0,30.84,28810.04
Pink salmon Stephens (District111),1993,0,29.0,27564.33
Pink salmon Stikine (District108),1993,0,28.59,27317.47
Pink salmon Stillaguamish (Puget Sound),1993,0,29.53,27959.87
Pink salmon SundChnl (Area 13),1993,0,28.29,27129.53
Pink salmon Sunday and Browns Peak Creek (Kamishak D),1993,0,30.85,28793.67
Pink salmon Tebenkof (District109),1993,0,28.57,27297.66
Pink salmon Tenakee (District112),1993,0,29.55,28040.45
Pink salmon Totem By (District106),1993,0,30.3,28466.54
Pink salmon Tutka (Southern D),1993,0,28.87,27482.2
Pink salmon Unalakleet (Norton Sound),1993,0,28.71,27384.54
Pink salmon Union By (District107),1993,0,30.81,28827.12
Pink salmon Upper Cook Inlet,1993,0,29.21,27754.08
Pink salmon VancIsland (Area 13),1993,0,29.77,28166.99
Pink salmon WAdmiral (District112),1993,0,29.76,28073.35
Pink salmon WBehm (District 101),1993,0,29.78,28087.82
Pink salmon Wcrawfish (District113),1993,0,30.73,28745.58
Pink salmon West Kamchatka pink hatchery,1993,0,29.8,28129.12
Pink salmon West Kamchatka pink wild,1993,0,30.0,28287.47
Pink salmon Whale By (District113),1993,0,31.37,29154.21
Pink salmon Whale Pe (District106),1993,0,30.5,28639.35
Pink salmon Windy Creek (Outer D),1993,0,31.01,28899.8
Pink shrimp Gulf of Mexico,1993,2.288.342,30.73,28723.15
Pointhead flounder North coast of Hokkaido,1993,0,30.41,28489.31
Pointhead flounder Sea of Japan,1993,0,28.77,27432.86
Pollock Faroe Plateau,1993,1.531.401,28.14,27032.79
Pollock Gulf of Maine / Georges Bank,1993,1.083.382,29.7,28042.17
Pollock ICES 3a-4-6,1993,0.8,29.14,27652.59
Pollock Iceland Grounds,1993,1.738.462,29.62,28035.6
Pollock North-East Arctic,1993,440.909,29.58,27978.43
Pollock Scotian Shelf and Bay of Fundy,1993,0,28.63,27333.54
Pollock St. Pierre Bank,1993,0,28.85,27471.39
Porbeagle shark Canadian Atlantic Ocean,1993,88.582,30.52,28608.6
Porbeagle shark Northeast Atlantic,1993,0,29.27,27746.74
Quillback rockfish Pacific Coast of Canada (Inside),1993,0,28.95,27585.45
Quillback rockfish Pacific Coast of Canada (Outside),1993,0,30.21,28327.28
Red deepsea crab Northwestern Atlantic,1993,0,28.55,27305.25
Red grouper Gulf of Mexico,1993,595.918,30.35,28474.87
Red grouper South Atlantic,1993,263.503,29.11,27678.4
Red hake Gulf of Maine / Northern Georges Bank,1993,0,31.1,28982.07
Red hake Southern Georges Bank / Mid-Atlantic,1993,0,27.86,26862.23
Red king crab Bristol Bay,1993,2.475.096,30.57,28599.48
Red king crab Norton Sound,1993,982.719,30.42,28557.3
Red king crab Pribilof Islands,1993,786.638,28.66,27355.5
Red mullet Black Sea,1993,0,30.6,28657.31
Red pandora West Africa Subgroup 2,1993,0,30.1,28341.54
Red porgy Southern Atlantic coast,1993,219.934,28.28,27192.16
Red rock lobster New Zealand Area CRA1,1993,0,31.68,29337.22
Red rock lobster New Zealand Area CRA2,1993,0,30.86,28819.56
Red rock lobster New Zealand Area CRA3,1993,0,29.39,27904.72
Red rock lobster New Zealand Area CRA4,1993,0,30.02,28328.93
Red rock lobster New Zealand Area CRA5,1993,0,30.61,28670.73
Red rock lobster New Zealand Area CRA7,1993,0,30.1,28323.52
Red rock lobster New Zealand Area CRA8,1993,0,29.4,27857.29
Red seabream Azores Grounds,1993,0,29.71,28008.95
Red seabream East China Sea,1993,126.245,28.63,27396.96
Red seabream ICES 6-7-8,1993,0,30.92,28859.72
Red seabream ICES 9,1993,0,30.67,28681.03
Red seabream Inland Sea of Japan (East),1993,42.231,28.73,27383.56
Red seabream Inland Sea of Japan (West),1993,264.597,31.42,29172.4
Red snapper Gulf of Mexico,1993,97.656,31.27,29096.5
Red snapper Southern Atlantic coast,1993,85.106,29.2,27712.96
Red squat lobster Central-Southern Chile,1993,2.664.577,28.44,27224.57
Red squat lobster Northern Chile,1993,0,28.42,27251.4
Redfish Eastern Australia,1993,412.304,28.88,27492.43
Redfish species Flemish Cap,1993,0,28.82,27481.63
Redfish species Gulf of St. Lawrence and Cabot Strait,1993,0,30.66,28716.81
Redfish species N and SW Grand Banks,1993,201,31.12,28984.73
Redfish species West Greenland,1993,0,31.44,29197.48
Rex sole Gulf of Alaska,1993,0,30.0,28275.36
Rex sole Pacific Coast,1993,0,29.03,27598.65
Rock crab Southern Gulf of St. Lawrence,1993,0,31.28,29110.97
Rock lobster South Australia Northern Zone,1993,0,28.84,27473.06
Rock lobster South Australia Southern Zone,1993,0,29.43,27830.22
Rock sole Gulf of Alaska,1993,3.394.495,31.38,29157.0
Rock sole Hecate Strait,1993,2.384.754,29.1,27643.23
Rock sole Queen Charlotte Sound,1993,1.854.124,30.64,28709.57
Rosette skate Mid-Atlantic Coast,1993,0,28.53,27300.46
Rougheye rockfish Bering Sea and Aleutian Islands,1993,417.961,28.8,27437.46
Rougheye rockfish Gulf of Alaska,1993,1.346.499,29.79,28165.94
Roughhead grenadier Northeast Atlantic,1993,0,28.64,27360.87
Roughscale sole North Pacific,1993,0,28.83,27501.21
Round herring Pacific Ocean,1993,0,31.12,29005.46
Round herring Tsushima Strait,1993,843.571,28.58,27316.57
Round nose flounder Sea of Japan,1993,91.906,28.88,27502.98
Roundnose grenadier ICES 1-2-4-5a2-8-9-14ab2,1993,0,31.04,28931.21
Roundnose grenadier ICES 5b-6-7-12b,1993,1.59,30.1,28285.52
Roundnose grenadier Kattegat and Skagerrak,1993,0,30.14,28315.25
Roundnose grenadier Mid-Atlantic Ridge,1993,0,30.07,28310.1
Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,1993,1.389.568,28.41,27214.87
Sablefish Pacific Coast,1993,1.470.564,28.84,27507.96
Sablefish Pacific Coast of Canada,1993,1.452.312,29.68,28053.63
Sailfin sandfish Sea of Japan North,1993,0,30.61,28693.38
Sailfin sandfish Sea of Japan West,1993,0,30.36,28474.58
Sailfish Eastern Atlantic,1993,0.59,29.39,27813.63
Sailfish Western Atlantic,1993,1.23,28.07,27015.49
Sand eel Sandeel Area 1,1993,1.813.793,31.18,29036.51
Sand eel Sandeel Area 2,1993,1.928.571,31.34,29091.93
Sand eel Sandeel Area 3,1993,1.542.636,28.26,27145.4
Sand eel Sandeel Area 4,1993,3.735.294,30.95,28840.39
Sand eel Sandeel Area 5,1993,0,30.14,28378.13
Sand eel Sandeel Area 6,1993,0,28.15,27040.21
Sand eel Sandeel Area 7,1993,0,29.46,27869.8
Sand eel West of Scotland,1993,0,30.85,28803.15
Sandbar shark Atlantic,1993,749.638,29.58,27976.82
"Sardine Adriatic Sea (GSA 17,18)",1993,0,30.8,28810.63
Sardine Gulf of Lions,1993,0,30.0,28292.26
Sardine ICES 7,1993,0,29.62,28000.33
Sardine ICES 8c-9a,1993,2.166.554,29.26,27766.7
Sardine South Africa,1993,0,28.4,27212.11
Sardine West Africa Zone A+B,1993,0,28.91,27532.22
Sardine West Africa Zone C,1993,0,29.16,27682.9
Sardine Western half of Southeast Australia,1993,2.495.298,30.67,28665.78
Sardinella West Africa,1993,740.171,30.07,28292.47
Scalloped hammerhead Atlantic,1993,0,28.63,27342.82
Scampi Bay of Plenty,1993,3.368.906,28.07,26991.82
Scampi Mernoo Bank,1993,2.179.732,30.63,28694.9
Scampi Wairarapa/Hawke Bay,1993,2.852.853,30.58,28636.08
School whiting Southeast Australia,1993,1.145.624,28.83,27461.33
Scup Northwestern Atlantic Coast,1993,63.687,30.97,28906.03
Sea mullet Queensland and New South Wales,1993,0,31.49,29216.64
Sea scallop Bay of Fundy (SPA 1-6),1993,0,30.27,28433.07
Sea scallop Georges Bank,1993,858.175,29.85,28167.12
Sea scallop Georges Bank and Mid-Atlantic Bight,1993,127.488,30.89,28871.59
Sea scallop North Brown Bank,1993,0,28.82,27491.47
Sea scallop Scallop Fishing Areas 16-20,1993,0,31.38,29157.18
Sea scallop Southern Gulf of St. Lawrence,1993,0,30.67,28720.75
Sea scallop St. Pierre Bank,1993,0,29.8,28117.34
Seabream West Africa Subgroup 2,1993,0,29.71,28091.33
Shako Ise and Mikawa Bay,1993,0,28.66,27365.05
Shallow water cape hake South Africa,1993,2.662.441,30.82,28801.11
Sharpchin rockfish Pacific Coast,1993,0,29.6,27910.41
Shortbelly rockfish Pacific Coast,1993,0,30.4,28562.09
Shortfin mako Nothwest Pacific Ocean,1993,0,30.5,28562.77
Shortraker rockfish Bering Sea and Aleutian Islands,1993,0,28.06,26982.49
Shortraker rockfish Gulf of Alaska,1993,0,30.81,28745.38
Shortspine thornyhead Gulf of Alaska,1993,0,28.56,27313.46
Shortspine thornyhead Pacific Coast,1993,2.068.348,30.25,28383.01
Sidestripe shrimp Shrimp Management Area 14,1993,0,31.13,28998.48
Sidestripe shrimp Shrimp Management Area FR,1993,0,28.39,27226.51
Sidestripe shrimp Shrimp Management Area GTSE,1993,0,30.93,28868.98
Sidestripe shrimp Shrimp Management Area PRD,1993,0,28.69,27363.48
Sidestripe shrimp Shrimp Management Areas 18 and 19,1993,0,31.26,29076.49
Silk snapper Caribbean,1993,0,30.03,28279.08
Silver hake Gulf of Maine / Georges Bank,1993,0,32.58,29890.09
Silver hake Scotian Shelf and Bay of Fundy,1993,2.059.322,31.58,29238.77
Silver hake Southern Georges Bank / Mid-Atlantic,1993,0,30.08,28294.04
Silverfish Southeast Australia,1993,1.355.215,29.45,27931.24
Skipjack tuna Central Western Pacific Ocean,1993,1.64,30.52,28634.09
Skipjack tuna Eastern Atlantic,1993,1.62,30.57,28639.06
Skipjack tuna Eastern Pacific,1993,0,29.94,28216.59
Skipjack tuna Indian Ocean,1993,1.99,29.87,28196.23
Skipjack tuna Western Atlantic,1993,1.207.133,28.34,27165.16
Smalleyed ray Celtic Sea,1993,0,27.84,26880.55
Smooth dogfish Atlantic,1993,0,28.94,27619.97
Smooth hound Northeast Atlantic,1993,0,31.01,28925.87
Smooth oreo Bounty Plateau,1993,2.431.165,29.31,27740.57
Smooth oreo Chatham Rise,1993,1.326.381,28.55,27340.59
Smooth oreo East Pukaki Rise,1993,3.89,29.12,27673.25
Smooth oreo Southland,1993,1.81,30.09,28316.93
Smooth oreo West end of Chatham Rise,1993,874.057,30.02,28256.06
Smooth skate Gulf of Maine / Georges Bank-Southern New England,1993,0,31.01,28946.72
Smooth skate Southern Gulf of St. Lawrence,1993,0,28.33,27176.69
Snapper Northern Spencer Gulf,1993,0,30.17,28346.47
Snapper Southern Gulf St. Vincent,1993,0,29.17,27767.45
Snapper Southern Spencer Gulf,1993,0,29.63,27996.48
Snow crab Bering Sea,1993,8.609.086,30.37,28524.53
Snow crab Hokkaido,1993,0,29.17,27693.17
Snow crab North Pacific,1993,0,29.98,28203.77
Snow crab Northern Gulf of St. Lawrence,1993,0,28.55,27310.17
Snow crab Okhotsk Sea,1993,0,30.95,28900.04
Snow crab Southern Gulf of St. Lawrence,1993,0,28.21,27076.36
Snowy grouper Southern Atlantic coast,1993,196.033,31.22,28992.49
Sockeye salmon Adams,1993,0,30.88,28843.07
Sockeye salmon Akalura Lake,1993,0,29.12,27675.39
Sockeye salmon Akwe River,1993,0,28.78,27442.78
Sockeye salmon Anadyr sockeye wild,1993,0,30.15,28306.19
Sockeye salmon Area 1,1993,0,29.31,27811.46
Sockeye salmon Area 12,1993,0,31.43,29183.34
Sockeye salmon Area 13,1993,0,30.43,28567.19
Sockeye salmon Area 16,1993,0,28.97,27595.12
Sockeye salmon Area 28,1993,0,29.32,27790.09
Sockeye salmon Area 2E,1993,0,30.11,28283.65
Sockeye salmon Area 2W,1993,0,29.94,28225.59
Sockeye salmon Area 5,1993,0,28.97,27579.02
Sockeye salmon Area 6,1993,0,30.55,28598.87
Sockeye salmon Area 7,1993,0,29.58,27975.63
Sockeye salmon Area 8,1993,0,30.36,28468.09
Sockeye salmon Atnarko (Area 8),1993,0,28.56,27348.38
Sockeye salmon Barkley Sound,1993,0,29.54,27978.46
Sockeye salmon Bear River,1993,0,29.64,28013.77
Sockeye salmon Birkenhead,1993,0,28.61,27309.45
Sockeye salmon Black Lake,1993,0,28.72,27402.89
Sockeye salmon Bowron,1993,0,29.93,28205.45
Sockeye salmon Branch,1993,0,29.41,27842.45
Sockeye salmon Buskin Lake,1993,0,28.01,26968.97
Sockeye salmon Chignik Lake,1993,0,31.07,28946.31
Sockeye salmon Chilkat Lake,1993,0,31.42,29168.09
Sockeye salmon Chilko,1993,0,29.44,27891.97
Sockeye salmon Chilkoot Lake,1993,0,28.31,27156.64
Sockeye salmon Columbia R,1993,0,29.29,27749.89
Sockeye salmon Cultus,1993,0,29.89,28120.07
Sockeye salmon Early Upper Station,1993,0,28.54,27277.7
Sockeye salmon East Kamchatka sockeye wild,1993,0,27.96,26926.04
Sockeye salmon East-Alsek-Doame River,1993,0,31.27,29097.19
Sockeye salmon Egegik,1993,0,29.07,27661.04
Sockeye salmon Gates,1993,0,29.08,27614.56
Sockeye salmon Gates Channel,1993,0,31.1,28986.56
Sockeye salmon Horsefly,1993,0,28.91,27556.84
Sockeye salmon Igushik River,1993,0,28.74,27407.79
Sockeye salmon Ilnik River,1993,0,28.69,27403.75
Sockeye salmon Italo River,1993,0,30.3,28496.5
Sockeye salmon Japan High Seas catch sockeye hatchery,1993,0,31.52,29244.42
Sockeye salmon Japan High Seas catch sockeye wild,1993,0,29.79,28105.96
Sockeye salmon Karluk Lake,1993,0,29.32,27813.83
Sockeye salmon Kimsquit,1993,0,30.73,28698.18
Sockeye salmon Kitlope,1993,0,28.09,27007.86
Sockeye salmon Klukshu River,1993,0,30.53,28624.19
Sockeye salmon Kuskokwim,1993,0,30.5,28575.36
Sockeye salmon Kvichak,1993,0,31.7,29356.19
Sockeye salmon Lake Washington,1993,0,31.25,29070.87
Sockeye salmon Late Stuart,1993,0,30.91,28876.63
Sockeye salmon Late Upper Station,1993,0,29.33,27814.96
Sockeye salmon Little River,1993,0,29.04,27636.22
Sockeye salmon Long Lake,1993,0,30.17,28375.53
Sockeye salmon Lost River,1993,0,30.68,28717.16
Sockeye salmon Malina Lake,1993,0,29.33,27789.76
Sockeye salmon McDonald,1993,0,28.26,27118.59
Sockeye salmon Mitchell,1993,0,30.31,28425.35
Sockeye salmon Nadina,1993,0,29.32,27798.91
Sockeye salmon Nadina Channel,1993,0,29.38,27866.11
Sockeye salmon Naknek,1993,0,29.95,28207.78
Sockeye salmon Nass,1993,0,29.72,28071.88
Sockeye salmon Nelson River,1993,0,30.62,28681.46
Sockeye salmon Nushagak,1993,0,31.96,29512.19
Sockeye salmon Okhotsk sockeye wild,1993,0,29.09,27655.1
Sockeye salmon Orzinski Lake,1993,0,30.77,28778.7
Sockeye salmon Owikeno Lake,1993,0,30.4,28485.79
Sockeye salmon Pasagshak River,1993,0,28.8,27433.32
Sockeye salmon Pauls Bay Drainage,1993,0,30.88,28813.03
Sockeye salmon Pitt,1993,0,30.19,28397.11
Sockeye salmon Portage,1993,0,31.43,29197.28
Sockeye salmon Quinault,1993,0,28.08,27022.63
Sockeye salmon Raft,1993,0,28.49,27311.13
Sockeye salmon Redoubt Lake,1993,0,30.95,28904.87
Sockeye salmon Saltery Lake,1993,0,28.83,27473.99
Sockeye salmon Seymour,1993,0,32.48,29823.62
Sockeye salmon Situk River,1993,0,29.67,27993.43
Sockeye salmon Skeena,1993,0,30.51,28629.06
Sockeye salmon Skidegate,1993,0,29.8,28091.17
Sockeye salmon Speel Lake,1993,0,30.0,28298.16
Sockeye salmon Stellako,1993,0,32.01,29544.81
Sockeye salmon Stikine (District108),1993,0,29.92,28214.71
Sockeye salmon Tahltan,1993,0,28.52,27284.96
Sockeye salmon Taku River,1993,0,29.14,27649.23
Sockeye salmon Togiak,1993,0,29.71,28077.55
Sockeye salmon Uganik Lake,1993,0,31.76,29368.14
Sockeye salmon Ugashik,1993,0,28.93,27562.04
Sockeye salmon Upper Cook Inlet,1993,0,30.62,28638.59
Sockeye salmon Weaver,1993,0,29.17,27698.35
Sockeye salmon Weaver Channel,1993,0,29.47,27880.13
Sockeye salmon West Kamchatka sockeye wild,1993,0,29.01,27627.88
Sockeye salmon Wood,1993,0,29.22,27791.63
Sockeye salmon Yakoun,1993,0,29.92,28234.41
Sockeye salmon cayenne,1993,0,30.32,28483.34
Sockeye salmon chilliwack,1993,0,30.42,28540.1
Sockeye salmon fennell,1993,0,29.71,28077.49
Sockeye salmon harrison,1993,0,28.78,27513.52
Sockeye salmon nahatlatch,1993,0,30.42,28556.43
Sockeye salmon scotch,1993,0,29.28,27773.62
Sockeye salmon shuswap,1993,0,28.96,27571.11
Sockeye salmon taseko,1993,0,30.03,28287.84
Softshell clam  Quebec Coastal Waters,1993,0,29.12,27683.77
Sole West Africa Subgroup 3,1993,0,30.44,28543.44
South African abalone South Africa,1993,1.425.486,29.54,27982.45
South Pacific hake Central-Southern Chile,1993,1.524.033,28.31,27137.25
Southern blue whiting Campbell Island Rise,1993,352.808,30.25,28431.03
Southern blue whiting Central-Southern Chile,1993,4.651.122,30.5,28630.34
Southern blue whiting Southern Argentina,1993,2.182.618,28.81,27466.7
Southern bluefin tuna Southern Oceans,1993,585,28.34,27214.53
Southern hake Central-Southern Chile,1993,62.065,30.14,28370.8
Southern hake Chatham Rise,1993,2.833.785,28.95,27540.6
Southern hake Sub-Antarctic,1993,3.022.379,30.95,28874.11
Southern hake West Coast South Island,1993,1.651.756,29.96,28229.13
Southern pink shrimp West Africa,1993,0,29.27,27758.64
Southern spiny lobster South Africa South coast,1993,923.181,28.83,27449.6
Spanish mackerel Gulf of Mexico,1993,908.212,28.88,27503.43
Spanish mackerel Southern Atlantic coast,1993,851.194,30.77,28725.82
Spear squid Pacific Ocean,1993,0,27.31,26532.8
Spear squid Tsushima warm current,1993,0,29.16,27666.47
Spiny dogfish Atlantic Coast,1993,1.381.146,30.07,28373.07
Spiny dogfish Black Sea,1993,0,30.88,28861.46
"Spiny dogfish Scotian Shelf, Bay of Fundy and Georges Bank",1993,306.481,31.69,29352.91
Splitnose rockfish Pacific Coast,1993,1.283.981,29.27,27745.38
Spotted mackerel East China Sea,1993,817.984,29.57,28000.48
Spotted mackerel Pacific Coast of Japan,1993,0,29.07,27636.3
Spotted ray ICES 3a-4-7d,1993,0,30.68,28725.1
Spotted ray ICES 7aefgh,1993,0,28.87,27472.72
Spotted spiny dogfish Pacific Coast,1993,1.519.757,28.46,27227.25
Sprat Baltic Areas 22-32,1993,2.385.965,29.05,27638.75
Sprat Black Sea,1993,0,28.78,27426.79
Sprat ICES 6-7abcfghijk,1993,0,28.98,27556.12
Sprat ICES 7de,1993,0,29.97,28237.34
Sprat Kattegat and Skagerrak,1993,0,29.29,27759.26
Sprat North Sea,1993,1.422.535,29.63,27955.8
Spurdog Northeast Atlantic,1993,342.124,28.86,27564.32
Starry flounder Northern Pacific Coast,1993,3.632.124,30.9,28813.65
Starry flounder Southern Pacific Coast,1993,983.081,30.79,28731.18
Starry ray ICES 2-3a-4,1993,0,31.14,28997.15
Striped bass Gulf of Maine / Cape Hatteras,1993,552.639,28.82,27479.09
Striped marlin Indian Ocean,1993,01.05,27.61,26710.79
Striped marlin Northeast Pacific,1993,1.36,30.0,28254.01
Striped marlin Western Pacific Ocean,1993,1.21,30.71,28741.51
Striped marlin Western and Central North Pacific,1993,1.186.939,28.62,27376.52
Striped red mullet ICES 6-7abcefghijk-8-9a,1993,0,29.63,28029.92
Summer flounder Mid-Atlantic Coast,1993,201.942,28.66,27363.82
Swordfish Eastern Pacific,1993,1.15,28.78,27428.18
Swordfish Indian Ocean,1993,03.07,28.15,27055.54
Swordfish Mediterranean Sea,1993,0.96,29.16,27772.98
Swordfish North Pacific Ocean,1993,1.559.618,29.34,27818.73
Swordfish Northern Atlantic,1993,922.226,27.92,26894.73
Swordfish South Atlantic,1993,135.024,28.62,27350.71
Swordtip squid Sea of Japan and East China Sea,1993,0,29.55,28021.11
Tanner crab Bering Sea and Aleutian Islands,1993,3.993.879,30.22,28408.04
Tarakihi Sub-Antarctic,1993,1.55,30.73,28730.92
Tasmanian giant crab Tasmania,1993,0,30.8,28804.48
Thornback skate ICES 3a-4-7d,1993,0,30.89,28842.63
Thornback skate ICES 7afg,1993,0,28.6,27329.49
Thorny skate Grand Bank and St Pierre Bank,1993,0,28.85,27553.91
Thorny skate Gulf of Maine / Georges Bank-Southern New England,1993,0,30.93,28868.55
Thorny skate Southern Gulf of St. Lawrence,1993,0,30.66,28718.17
Threadfin West Africa Subgroup 2,1993,0,30.56,28673.88
Threadfin West Africa Subgroup 3,1993,0,31.29,29087.72
Tiger flathead Southeast Australia,1993,835.491,30.13,28334.24
Tilefish Gulf of Mexico,1993,0,29.43,27894.6
Tilefish Mid-Atlantic Coast,1993,341.549,28.84,27483.17
Tilefish Southern Atlantic coast,1993,422.728,31.11,28990.41
Trevally New Zealand Areas TRE 7,1993,1.387.708,28.26,27148.98
Turbot Baltic Areas 22-32,1993,0,28.86,27530.05
Turbot Black Sea,1993,0,29.46,27929.64
Turbot Kattegat and Skagerrak,1993,0,28.64,27332.01
Turbot North Sea,1993,0,30.03,28218.57
Tusk ICES 5a-14,1993,1.400.641,29.9,28166.61
Tusk North of Azores,1993,0,29.14,27672.86
Tusk North-East Arctic,1993,0,28.18,27072.78
Tusk Northeast Atlantic,1993,0,29.79,28091.43
Tusk Rockall Bank,1993,0,29.04,27625.73
Undulate ray ICES 7de,1993,0,28.74,27449.18
Vermilion snapper Gulf of Mexico,1993,1.532.995,30.8,28760.56
Vermilion snapper Southern Atlantic coast,1993,1.316.054,30.64,28637.64
Walleye pollock Aleutian Islands,1993,2.153.596,29.73,28048.61
Walleye pollock Bogoslof,1993,0,30.01,28178.62
Walleye pollock Eastern Bering Sea,1993,1.683.778,30.5,28609.1
Walleye pollock Gulf of Alaska,1993,1.539.963,30.81,28809.75
Walleye pollock Navarinsky,1993,0,30.67,28730.42
Walleye pollock Nemuro Strait,1993,0,27.95,26915.97
Walleye pollock Northern Sea of Okhotsk,1993,1.257.614,30.46,28516.55
