country,year,SST
Windowpane flounder Gulf of Maine / Georges Bank,1986,28.52
Windowpane flounder Southern New England /Mid Atlantic,1986,28.83
Winter flounder Georges Bank,1986,31.31
Winter flounder Gulf of Maine,1986,28.82
Winter flounder Southern Gulf of St. Lawrence,1986,28.34
Winter flounder Southern New England /Mid Atlantic,1986,31.78
Winter skate Gulf of Maine / Cape Hatteras,1986,30.71
Witch flounder Gulf of Maine,1986,28.25
Witch flounder Gulf of St. Lawrence,1986,30.55
Witch flounder ICES 3a-4-7d,1986,28.93
Witch flounder St. Pierre Bank,1986,28.63
Yellow goosefish North Pacific,1986,28.22
Yellow sea bream Sea of Japan,1986,29.4
Yellow squat lobster Central-Southern Chile,1986,29.43
Yellow squat lobster Northern Chile,1986,28.73
Yellow striped flounder North coast of Hokkaido,1986,31.18
Yellow striped flounder Sea of Japan,1986,29.57
Yellowedge grouper Gulf of Mexico,1986,29.51
Yelloweye rockfish Pacific Coast,1986,28.78
Yelloweye rockfish Pacific Coast of Canada (Inside),1986,29.34
Yellowfin sole Bering Sea and Aleutian Islands,1986,29.16
Yellowfin tuna Atlantic Ocean,1986,30.19
Yellowfin tuna Central Western Pacific Ocean,1986,28.55
Yellowfin tuna Eastern Pacific,1986,30.04
Yellowfin tuna Indian Ocean,1986,29.03
Yellownose skate Central-Southern Chile,1986,30.77
Yellownose skate Southern Chile,1986,30.93
Yellowtail flounder Cape Cod / Gulf of Maine,1986,30.28
Yellowtail flounder Georges Bank,1986,31.31
Yellowtail flounder Grand Banks,1986,30.26
Yellowtail flounder Southern New England /Mid Atlantic,1986,29.72
Yellowtail rockfish Northern Pacific Coast,1986,31.44
Yellowtail snapper Southern Atlantic coast and Gulf of Mexico,1986,29.12
Acadian redfish Gulf of Maine / Georges Bank,1987,29.09
Acadian redfish NAFO Division 2J3K,1987,29.85
Acadian redfish NAFO Division 3LNO and Units 1 and 2,1987,28.58
Acadian redfish Unit 3,1987,28.19
Aesop shrimp Shrimp Fishing Areas 2-3,1987,29.18
Alaska plaice Bering Sea and Aleutian Islands,1987,28.7
Alaska skate Bering Sea and Aleutian Islands,1987,30.79
Alaskan pink shrimp Sea of Japan,1987,28.8
Albacore tuna Indian Ocean,1987,28.69
Albacore tuna Mediterranean Sea,1987,30.3
Albacore tuna North Pacific Ocean,1987,30.72
Albacore tuna Northern Atlantic,1987,27.89
Albacore tuna South Atlantic,1987,29.7
Albacore tuna South Pacific Ocean,1987,28.47
Amberstripe scad East China Sea,1987,28.88
American lobster Atlantic Coast of Nova Scotia (LFA 27-33),1987,31.79
American lobster Gaspe (LFA 19-21),1987,28.86
American lobster Georges Bank,1987,28.43
American lobster Gulf of Maine,1987,28.95
American lobster Lobster Fishing Area 34,1987,30.25
American lobster Lobster Fishing Area 41,1987,29.16
American lobster Lobster Fishing Areas 3-14,1987,29.81
American lobster Lobster Fishing Areas 35-38,1987,28.47
American lobster Magdalen Islands (LFA 22),1987,30.4
American lobster Quebec North Shore and Anticosti Island (LFA 15-18),1987,28.35
American lobster Southern Gulf of St. Lawrence,1987,28.63
American lobster Southern New England,1987,30.27
American plaice Flemish Cap,1987,27.56
American plaice Grand Banks,1987,30.03
American plaice Gulf of Maine / Georges Bank,1987,29.52
American plaice Labrador - NE Newfoundland,1987,30.52
American plaice Scotian Shelf and Bay of Fundy,1987,29.21
American plaice Southern Gulf of St. Lawrence,1987,29.27
American plaice St. Pierre Bank,1987,29.71
"Anchovy Adriatic Sea (GSA 17,18)",1987,30.88
Anchovy Bay of Biscay,1987,28.54
Anchovy Northern Spain,1987,28.4
Anchovy South Africa,1987,28.52
Angel shark Northeast Atlantic,1987,30.37
Arabesque greenling Nemuro Strait,1987,28.58
Arabesque greenling North coast of Hokkaido,1987,30.19
Arabesque greenling South coast of Hokkaido,1987,29.68
Arctic surfclam Banquereau,1987,29.4
Argentine hake Northern Argentina,1987,30.17
Argentine hake Southern Argentina,1987,28.19
Arrowtooth flounder Bering Sea and Aleutian Islands,1987,29.09
Arrowtooth flounder Gulf of Alaska,1987,29.07
Arrowtooth flounder Pacific Coast,1987,28.2
Atka mackerel Bering Sea and Aleutian Islands,1987,30.77
Atka mackerel Gulf of Alaska,1987,29.81
Atlantic bluefin tuna Eastern Atlantic,1987,30.8
Atlantic bluefin tuna Western Atlantic,1987,29.38
Atlantic butterfish Gulf of Maine / Cape Hatteras,1987,29.13
Atlantic cod Celtic Sea,1987,30.25
Atlantic cod Eastern Baltic,1987,29.93
Atlantic cod Eastern Scotian Shelf,1987,27.51
Atlantic cod Faroe Bank,1987,29.93
Atlantic cod Faroe Plateau,1987,29.15
Atlantic cod Flemish Cap,1987,30.31
Atlantic cod Georges Bank,1987,28.17
Atlantic cod Gulf of Maine,1987,32.01
Atlantic cod ICES 3a(west)-4-7d,1987,31.86
Atlantic cod Iceland Grounds,1987,30.03
Atlantic cod Irish Sea,1987,28.99
Atlantic cod NAFO 1abdce,1987,31.62
Atlantic cod NAFO 1f and ICES 14,1987,27.83
Atlantic cod NAFO 5Zjm,1987,29.74
Atlantic cod NAFO Subarea 1 (inshore),1987,28.99
Atlantic cod North-East Arctic,1987,28.49
Atlantic cod North-East Arctic (Norwegian coastal waters),1987,30.91
Atlantic cod Northern Gulf of St. Lawrence,1987,28.67
Atlantic cod Rockall Bank,1987,29.05
Atlantic cod Southern Grand Banks,1987,29.32
Atlantic cod Southern Gulf of St. Lawrence,1987,30.37
Atlantic cod Southern Labrador-Eastern Newfoundland,1987,28.52
Atlantic cod St. Pierre Bank,1987,28.37
Atlantic cod West of Scotland,1987,30.59
Atlantic cod Western Baltic,1987,30.72
"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1987,28.48
Atlantic croaker Mid-Atlantic Coast,1987,31.19
Atlantic halibut Gulf of Maine / Georges Bank,1987,29.69
Atlantic halibut Scotian Shelf and Southern Grand Banks,1987,28.22
Atlantic menhaden Atlantic,1987,30.17
Atlantic sharpnose shark Atlantic,1987,28.87
Atlantic surfclam Mid-Atlantic Coast,1987,29.59
Atlantic wolffish Gulf of Maine / Georges Bank,1987,28.14
Aurora rockfish Pacific Coast,1987,31.44
Australian salmon New Zealand,1987,31.54
Bank rockfish California,1987,29.41
Barndoor skate Gulf of Maine / Georges Bank-Southern New England,1987,28.7
Basking shark Northeast Atlantic,1987,28.41
Beaked redfish ICES 5-12-14 and NAFO Subareas 1-2 (deep),1987,28.42
Beaked redfish ICES 5-12-14 and NAFO Subareas 1-2 (shallow),1987,29.98
Beaked redfish ICES 5a-14,1987,29.53
Beaked redfish Southeast Greenland,1987,31.43
Big skate Hecate Strait,1987,30.91
Big skate Queen Charlotte Sound,1987,29.17
Big skate West Coast of Vancouver Island,1987,28.61
Bigeye tuna Atlantic Ocean,1987,31.77
Bigeye tuna Central Western Pacific Ocean,1987,28.89
Bigeye tuna Eastern Pacific,1987,29.24
Bigeye tuna Indian Ocean,1987,28.22
Bight redfish Southeast Australia,1987,30.64
Black bellied angler ICES 7-8abd,1987,29.74
Black bellied angler ICES 8c-9a,1987,30.23
Black cardinalfish East coast of North Island,1987,30.07
Black grouper Gulf of Mexico and South Atlantic,1987,31.12
Black marlin Indian Ocean,1987,28.34
Black oreo Pukaki Rise,1987,29.38
Black oreo West end of Chatham Rise,1987,30.22
Black rockfish California,1987,31.14
Black rockfish Oregon Coast,1987,30.66
Black rockfish Washington,1987,29.48
Black sea bass Mid-Atlantic Coast,1987,30.95
Black sea bass South Atlantic,1987,29.18
Blackgill rockfish Pacific Coast,1987,30.65
Blacknose shark Atlantic,1987,28.36
Blacktip shark Atlantic,1987,30.36
Blacktip shark Gulf of Mexico,1987,29.2
Blue crab Chesapeake Bay,1987,30.73
Blue grenadier New South Wales to Western Australia,1987,29.7
Blue jack mackerel Azores,1987,29.5
Blue king crab Pribilof Islands,1987,30.34
Blue king crab Saint Matthews Island,1987,30.4
Blue ling ICES 5b-6-7,1987,31.52
Blue marlin Atlantic Ocean,1987,31.16
Blue marlin Pacific Ocean,1987,29.25
Blue rockfish California,1987,31.1
Blue shark North Pacific Ocean,1987,29.22
Blue warehou Eastern half of Southeast Australia,1987,31.03
Blue warehou Western half of Southeast Australia,1987,31.0
Blue whiting Northeast Atlantic,1987,29.11
Bluefish Atlantic Coast,1987,30.4
Blueline tilefish Southern Atlantic coast,1987,29.47
Bluenose New Zealand,1987,30.05
Bocaccio British Columbia Waters,1987,31.54
Bocaccio Southern Pacific Coast,1987,28.95
Bonnethead shark Atlantic,1987,29.21
Brill Baltic Areas 22-32,1987,29.82
Brill ICES 3a-4-7d,1987,29.15
Brown rockfish Pacific Coast,1987,30.81
Brown shrimp Gulf of Mexico,1987,29.51
Brown tiger shrimp Northern Australia,1987,30.27
Cabezon Northern California,1987,30.38
Cabezon Oregon Coast,1987,29.93
Cabezon Southern California,1987,29.33
California scorpionfish Southern California,1987,31.53
Canary rockfish Pacific Coast,1987,30.23
Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,1987,29.12
Cape Hope squid South Africa,1987,28.63
Cape horse mackerel South Africa South coast,1987,28.33
Capelin Barents Sea,1987,28.54
Capelin Gulf of St. Lawrence,1987,29.53
Capelin ICES 2a-5-14,1987,29.83
Chilean herring Central-Southern Chile,1987,30.57
Chilean jack mackerel Chilean EEZ and offshore,1987,28.58
Chilipepper Southern Pacific Coast,1987,29.92
China rockfish Central Pacific Coast,1987,30.49
China rockfish Northern Pacific Coast,1987,29.18
China rockfish Southern Pacific Coast,1987,29.31
Chub mackerel Pacific Coast of Japan,1987,30.13
Chub mackerel Tsushima Strait,1987,29.7
Chum salmon AK Pen Southeastern and South-central Districts,1987,28.8
Chum salmon AK Pen Southwestern and Unimak Districts,1987,29.81
Chum salmon Amur chum hatchery,1987,31.14
Chum salmon Amur chum wild,1987,30.29
Chum salmon Anadyr chum wild,1987,29.66
Chum salmon Andreafsky River,1987,29.92
Chum salmon Anvik River,1987,29.51
Chum salmon Area 1,1987,31.34
Chum salmon Area 10,1987,29.48
Chum salmon Area 11,1987,29.04
Chum salmon Area 12,1987,29.31
Chum salmon Area 13,1987,28.42
Chum salmon Area 14,1987,30.0
Chum salmon Area 15,1987,29.56
Chum salmon Area 16,1987,28.09
Chum salmon Area 17,1987,31.01
Chum salmon Area 18,1987,29.66
Chum salmon Area 19,1987,29.9
Chum salmon Area 20,1987,29.22
Chum salmon Area 22,1987,29.24
Chum salmon Area 23,1987,30.06
Chum salmon Area 24,1987,28.56
Chum salmon Area 25,1987,28.35
Chum salmon Area 26,1987,30.4
Chum salmon Area 27,1987,30.76
Chum salmon Area 29,1987,29.19
Chum salmon Area 2E,1987,28.91
Chum salmon Area 2W,1987,30.96
Chum salmon Area 3,1987,29.93
Chum salmon Area 4,1987,28.46
Chum salmon Area 5,1987,29.64
Chum salmon Area 6,1987,30.5
Chum salmon Area 7,1987,30.63
Chum salmon Area 8,1987,31.29
Chum salmon Area 9,1987,31.19
Chum salmon Bear River,1987,30.77
"Chum salmon Bechevin, Swanson (Northwestern District)",1987,29.66
Chum salmon Big and Little Kamishak Rivers,1987,30.14
Chum salmon Bruin River,1987,28.9
Chum salmon CaribouFlats,1987,30.13
Chum salmon Chignik Central District,1987,29.39
Chum salmon Chignik Eastern District,1987,29.86
Chum salmon Chignik Western District,1987,30.23
Chum salmon Cinder River,1987,30.85
Chum salmon Columbia R,1987,30.64
Chum salmon Cottonwood Creek and Iniskin River,1987,28.92
Chum salmon Dogfish Lagoon,1987,27.84
Chum salmon East Alsek River,1987,29.39
Chum salmon East Kamchatka chum hatchery,1987,30.42
Chum salmon East Kamchatka chum wild,1987,30.28
Chum salmon East Sakhalin chum hatchery,1987,28.85
Chum salmon Fish Creek,1987,29.63
Chum salmon Golovin,1987,30.8
Chum salmon Goodnews River,1987,28.81
Chum salmon Grays Harbour,1987,29.51
Chum salmon Hood Canal,1987,30.73
Chum salmon Inner South Coast (Fraser plus Mainland),1987,29.8
"Chum salmon Izembek, Moffet (Northwestern District)",1987,28.37
Chum salmon Japan High Seas catch chum hatchery,1987,30.23
Chum salmon Japan High Seas catch chum wild,1987,29.83
Chum salmon Japan coastal chum hatchery,1987,29.3
Chum salmon Juan de Fuca Straits,1987,29.7
Chum salmon Kadashan Creek,1987,30.36
Chum salmon Kanektok River,1987,31.25
Chum salmon Kotzebue Sound,1987,29.36
Chum salmon Kuskokwim,1987,29.12
Chum salmon Kwiniuk and Tubutulik Rivers (Norton Sound),1987,31.43
Chum salmon McNeil River (and Sub-District),1987,28.51
Chum salmon NelsonLagoon,1987,30.99
Chum salmon Nooksack and Samish Rivers,1987,29.95
Chum salmon Norton Bay,1987,30.17
Chum salmon Norton Sound District 1,1987,31.16
Chum salmon Nushagak District,1987,28.43
Chum salmon Okhotsk chum hatchery,1987,29.96
Chum salmon Okhotsk chum wild,1987,28.64
Chum salmon PMollerBt,1987,29.69
Chum salmon Perryville District,1987,29.35
Chum salmon Port Dick and Island Creek,1987,30.78
Chum salmon Port Graham,1987,30.64
Chum salmon PortHeiden,1987,28.55
Chum salmon Primorye chum hatchery,1987,29.85
Chum salmon Primorye chum wild,1987,30.6
Chum salmon Rocky River,1987,31.45
Chum salmon Shaktoolik,1987,30.02
Chum salmon Skagit River,1987,30.42
Chum salmon South Sound Fall Run,1987,30.81
Chum salmon South Sound Summer Run,1987,29.25
Chum salmon South Sound Winter Run,1987,28.3
Chum salmon Stillaguamish and Snohomish Rivers,1987,28.1
Chum salmon ThreeHills,1987,28.83
Chum salmon Togiak District,1987,28.71
Chum salmon Unalakleet,1987,31.17
Chum salmon Upper Cook Inlet,1987,29.82
Chum salmon Ursus Cove and Lagoon,1987,31.21
Chum salmon West Kamchatka chum hatchery,1987,28.94
Chum salmon West Kamchatka chum wild,1987,27.38
Chum salmon Willapa Bay,1987,29.93
Chum salmon Yukon River Fall Run,1987,28.24
Chum salmon Yukon River Summer Run,1987,30.39
Clearnose skate Mid-Atlantic Coast,1987,30.72
Cobia Gulf of Mexico,1987,28.24
Cobia Southern Atlantic coast,1987,28.77
Common gemfish New Zealand,1987,27.89
Common gemfish Southeast Australia,1987,29.93
Common sole Celtic Sea,1987,28.71
Common sole Eastern English Channel,1987,28.41
Common sole ICES 22-24-3a,1987,30.1
Common sole ICES 7bc,1987,28.04
Common sole ICES 8ab,1987,28.14
Common sole Irish Sea,1987,28.18
Common sole North Sea,1987,29.0
Common sole Western English Channel,1987,28.88
Copper rockfish Pacific Coast,1987,30.23
Cowcod Southern California,1987,29.94
Cusk Western Scotian Shelf,1987,28.94
Dab Baltic Areas 22-32,1987,29.96
Dab ICES 3a-4,1987,30.76
Darkblotched rockfish Pacific Coast,1987,29.8
Deep sea smelt Pacific Ocean,1987,29.93
Deep sea smelt Sea of Japan,1987,28.83
Deep water cape hake South Africa,1987,29.55
Deepwater flathead Southeast Australia,1987,28.31
Deepwater redfish NAFO Divisions 2J3K-3LNO,1987,28.05
Deepwater redfish Units 1 and 2,1987,28.79
Dover sole Gulf of Alaska,1987,30.69
Dover sole Pacific Coast,1987,29.1
Dredge oyster Foveax Strait,1987,30.26
Dusky rockfish Gulf of Alaska,1987,29.1
Dusky shark Gulf of Mexico and Atlantic,1987,27.45
English sole Hecate Strait,1987,29.69
English sole Pacific Coast,1987,31.2
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,1987,31.06
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1987,29.96
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,1987,30.99
European flounder ICES 3a-4,1987,29.56
European flounder Subdivisions 22-23,1987,30.19
European flounder Subdivisions 24-25,1987,29.63
European flounder Subdivisions 27 and 29-32,1987,28.56
European plaice Celtic Sea,1987,29.44
European plaice Eastern English Channel,1987,31.4
European plaice ICES 7bc,1987,30.01
European plaice Irish Sea,1987,28.94
European plaice North Sea,1987,27.71
European plaice Western English Channel,1987,31.07
European pollack ICES 3a-4,1987,29.12
European pollack ICES 8-9a,1987,30.82
European seabass ICES 4bc-7,1987,30.43
European seabass ICES 8c-9a,1987,29.71
Finetooth shark Atlantic,1987,29.43
Flathead sole Bering Sea and Aleutian Islands,1987,29.89
Flathead sole Gulf of Alaska,1987,28.53
Fourspotted megrim ICES 8c-9a,1987,29.55
Gag Gulf of Mexico,1987,28.6
Gag Southern Atlantic coast,1987,30.5
Giant stargazer NZ Area STA7,1987,30.55
Golden redfish ICES 5-6-12-14,1987,28.2
Golden redfish North-East Arctic,1987,32.09
Goliath grouper Southern Atlantic coast and Gulf of Mexico,1987,30.64
Gopher rockfish Southern Pacific Coast,1987,30.22
Gray triggerfish Gulf of Mexico,1987,29.85
Greater amberjack Gulf of Mexico,1987,28.12
Greater amberjack Southern Atlantic coast,1987,30.39
Greater silver smelt ICES 6b-7-8-9-10-12,1987,30.24
Greenland halibut Bering Sea and Aleutian Islands,1987,28.56
Greenland halibut Gulf of St. Lawrence,1987,29.06
Greenland halibut ICES 5-6-12-14,1987,30.88
Greenland halibut Labrador Shelf - Grand Banks,1987,28.79
Greenland halibut NAFO divisions 01ABCDEF,1987,28.33
Greenland halibut North-East Arctic,1987,29.08
Greenspotted rockfish Northern Pacific Coast,1987,30.71
Greenspotted rockfish Southern Pacific Coast,1987,28.89
Greenstriped rockfish Pacific Coast,1987,28.46
Grey gurnard ICES 3a-4-7d,1987,30.54
Grooved tiger prawn Northern Australia,1987,29.37
Gulf menhaden Gulf of Mexico,1987,30.04
Haddock Faroe Plateau,1987,28.09
Haddock Georges Bank,1987,30.12
Haddock Grand Banks,1987,30.57
Haddock Gulf of Maine,1987,30.39
Haddock ICES 3a-4-6a,1987,28.12
Haddock Iceland Grounds,1987,31.33
Haddock North-East Arctic,1987,30.79
"Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1987,29.67
Hake ICES 3a-4-6-7-8abd,1987,31.05
Hake ICES 8c-9a,1987,31.34
Herring Gulf of Riga East of Gotland,1987,30.53
Herring ICES 1-2-4a-5-14a (Norwegian Spring Spawners),1987,30.64
Herring ICES 3a-4-7d,1987,28.67
Herring ICES 5a-7bc,1987,31.16
Herring ICES 7a-g-h-j,1987,30.75
Herring Iceland (Summer spawners),1987,29.96
Herring Irish Sea,1987,29.59
Herring NAFO division 4R (Fall spawners),1987,28.45
Herring NAFO division 4R (Spring spawners),1987,30.34
Herring Newfoundland East and South Coast,1987,29.12
Herring Northwestern Atlantic Coast,1987,31.12
Herring Quebec North Shore,1987,28.67
Herring Scotian Shelf and Bay of Fundy,1987,31.11
Herring Southern Gulf of St. Lawrence (Fall spawners),1987,30.73
Herring Southern Gulf of St. Lawrence (Spring spawners),1987,31.1
Herring Subdivisions 25-29 and 32,1987,28.93
Herring Subdivisions 30-31,1987,29.04
Herring West of Scotland,1987,31.5
Hoki Eastern New Zealand,1987,29.33
Hoki Western New Zealand,1987,29.23
Horse mackerel ICES 2a-4a-5b-6a-7-8,1987,29.44
Horse mackerel ICES 3a-4bc-7d,1987,28.95
Horsehead tilefish East China Sea,1987,29.92
Indo Pacific blue marlin Indian Ocean,1987,30.61
Jackass morwong Eastern half of Southeast Australia,1987,30.8
Jackass morwong Western half of Southeast Australia,1987,29.0
